0.524264,1.717393,0.591115,1.753385,-1.570553,0.000055
0.524223,1.71738,0.591148,1.75338,-1.570607,0.000055
0.524101,1.717343,0.591248,1.753366,-1.570767,0.000055
0.523898,1.717281,0.591413,1.753343,-1.571033,0.000055
0.523614,1.717194,0.591644,1.753311,-1.571405,0.000055
0.52325,1.717083,0.591939,1.753269,-1.57188,0.000055
0.522806,1.716949,0.592298,1.753218,-1.572459,0.000055
0.522283,1.716791,0.592722,1.753157,-1.573141,0.000055
0.521681,1.71661,0.593208,1.753088,-1.573924,0.000055
0.521,1.716405,0.593758,1.753008,-1.574807,0.000055
0.520242,1.716178,0.594369,1.75292,-1.575791,0.000055
0.519406,1.715929,0.595043,1.752822,-1.576874,0.000055
0.518493,1.715658,0.595778,1.752714,-1.578055,0.000055
0.517503,1.715364,0.596573,1.752597,-1.579333,0.000055
0.516436,1.71505,0.597429,1.752471,-1.580707,0.000055
0.515294,1.714714,0.598345,1.752335,-1.582178,0.000055
0.514076,1.714357,0.59932,1.75219,-1.583743,0.000055
0.512784,1.713979,0.600354,1.752036,-1.585402,0.000055
0.511416,1.713581,0.601446,1.751871,-1.587154,0.000055
0.509974,1.713163,0.602597,1.751698,-1.588998,0.000056
0.508459,1.712725,0.603804,1.751514,-1.590933,0.000056
0.50687,1.712268,0.605068,1.751322,-1.592959,0.000056
0.505208,1.711791,0.606389,1.751119,-1.595075,0.000056
0.503474,1.711295,0.607766,1.750907,-1.597279,0.000056
0.501668,1.710781,0.609198,1.750686,-1.599572,0.000056
0.49979,1.710248,0.610685,1.750455,-1.601951,0.000056
0.49784,1.709698,0.612226,1.750214,-1.604416,0.000056
0.49582,1.709129,0.613822,1.749964,-1.606967,0.000056
0.49373,1.708543,0.615471,1.749704,-1.609602,0.000056
0.491569,1.70794,0.617172,1.749434,-1.612321,0.000056
0.489339,1.707319,0.618926,1.749155,-1.615123,0.000056
0.48704,1.706682,0.620733,1.748866,-1.618006,0.000056
0.484672,1.706029,0.62259,1.748567,-1.620971,0.000056
0.482236,1.705359,0.624499,1.748259,-1.624016,0.000057
0.479732,1.704674,0.626458,1.747941,-1.62714,0.000057
0.477161,1.703973,0.628467,1.747613,-1.630342,0.000057
0.474522,1.703257,0.630525,1.747276,-1.633623,0.000057
0.471817,1.702526,0.632633,1.746928,-1.63698,0.000057
0.469046,1.701781,0.634789,1.746571,-1.640412,0.000057
0.46621,1.701021,0.636993,1.746204,-1.64392,0.000057
0.463307,1.700247,0.639244,1.745828,-1.647502,0.000057
0.46034,1.699459,0.641543,1.745441,-1.651158,0.000057
0.457309,1.698657,0.643888,1.745045,-1.654885,0.000057
0.454213,1.697843,0.646279,1.744638,-1.658685,0.000058
0.451054,1.697015,0.648715,1.744222,-1.662555,0.000058
0.447832,1.696175,0.651197,1.743796,-1.666495,0.000058
0.444547,1.695322,0.653723,1.743361,-1.670504,0.000058
0.441199,1.694457,0.656294,1.742915,-1.674582,0.000058
0.43779,1.693581,0.658907,1.742459,-1.678726,0.000058
0.434319,1.692693,0.661564,1.741993,-1.682937,0.000058
0.430787,1.691794,0.664264,1.741518,-1.687214,0.000058
0.427195,1.690883,0.667006,1.741032,-1.691556,0.000059
0.423542,1.689962,0.669789,1.740537,-1.695961,0.000059
0.41983,1.689031,0.672613,1.740031,-1.700429,0.000059
0.416058,1.68809,0.675478,1.739516,-1.70496,0.000059
0.412227,1.687139,0.678384,1.73899,-1.709552,0.000059
0.408338,1.686178,0.681328,1.738455,-1.714204,0.000059
0.40439,1.685208,0.684312,1.737909,-1.718916,0.000059
0.400385,1.684229,0.687335,1.737354,-1.723687,0.00006
0.396323,1.683242,0.690396,1.736788,-1.728516,0.00006
0.392204,1.682246,0.693494,1.736212,-1.733401,0.00006
0.388028,1.681242,0.69663,1.735626,-1.738343,0.00006
0.383797,1.68023,0.699802,1.73503,-1.74334,0.00006
0.37951,1.679211,0.70301,1.734424,-1.748392,0.00006
0.375168,1.678184,0.706254,1.733808,-1.753497,0.00006
0.370771,1.677151,0.709534,1.733181,-1.758655,0.000061
0.36632,1.67611,0.712848,1.732545,-1.763865,0.000061
0.361815,1.675064,0.716196,1.731898,-1.769126,0.000061
